pH_H2O,EC,P,N,K,Elev,OC,OC_log
6.94,11.19,117.2,1.7,104.1,48,17.6,2.9231615807191558
6.87,11.82,34.4,1.3,184.8,111,12.2,2.580216829592325
6.74,13.15,102.1,1.2,253.6,98,8.9,2.2925347571405443
6.09,10.98,83.7,2.3,37.4,49,20.6,3.0726933146901194
6.97,10.38,48.5,1.3,82.9,84,9.8,2.379546134130174
5.18,4.31,67.0,1.4,68.8,47,15.7,2.8154087194227095
5.76,12.79,71.3,3.0,98.9,59,30.7,3.456316680883235
6.18,7.91,138.8,1.5,127.3,49,16.9,2.884800712846709
6.31,11.63,41.1,1.5,299.1,98,13.2,2.653241964607215
6.95,9.1,111.3,1.3,153.3,55,11.7,2.5416019934645457
6.24,17.49,88.3,1.6,114.5,53,15.9,2.8273136219290276
5.68,10.83,95.4,4.3,313.3,44,41.0,3.7376696182833684
7.19,25.08,47.0,1.6,213.6,81,11.8,2.5494451709255714
7.01,14.36,48.2,1.6,90.2,97,12.6,2.6100697927420065
5.91,19.26,64.3,1.4,242.3,106,12.3,2.5877640352277083
6.14,24.83,61.7,2.2,319.4,52,22.8,3.169685580677429
6.41,18.18,39.2,1.3,106.2,65,11.8,2.5494451709255714
3.98,8.6,75.9,2.4,68.2,172,43.4,3.7932394694381792
3.94,11.35,11.0,2.9,77.2,156,54.3,4.012772908528289
6.53,15.36,32.4,1.4,61.5,62,11.4,2.517696472610991
6.97,17.05,116.8,1.5,185.8,147,11.0,2.4849066497880004
5.01,18.05,65.1,3.0,62.8,52,33.2,3.5322256440685598
7.07,8.44,81.1,2.1,320.9,83,18.0,2.9444389791664403
7.09,14.16,96.7,1.5,241.1,88,12.4,2.5952547069568657
7.0,17.47,125.1,1.5,352.6,87,13.7,2.6878474937846906
7.04,26.4,100.2,2.9,581.5,73,27.2,3.339321977944068
7.82,9.5,41.1,1.8,101.0,42,16.4,2.856470206220483
6.81,15.94,137.3,1.8,263.4,54,15.1,2.7788192719904172
7.54,16.22,103.4,2.1,296.5,43,17.2,2.9014215940827497
6.8,9.8,39.8,1.2,145.4,74,9.3,2.33214389523559
7.0,10.29,46.0,1.2,180.4,72,10.7,2.4595888418037104
7.29,43.11,126.1,4.0,349.7,44,38.6,3.6788291182604347
6.86,28.78,40.5,1.4,215.3,98,10.6,2.451005098112319
7.64,18.76,28.0,2.6,419.8,45,23.7,3.2068032436339315
7.72,26.48,38.7,2.2,410.4,42,20.2,3.054001181677967
6.4,11.07,73.1,1.9,129.2,45,18.7,2.9806186357439426
6.95,14.48,130.6,1.5,173.6,60,12.5,2.6026896854443837
6.81,20.55,134.0,1.3,265.6,63,11.0,2.4849066497880004
5.81,7.08,72.5,1.2,172.1,71,12.5,2.6026896854443837
7.05,7.67,56.3,1.3,112.0,89,11.2,2.501435951739211
6.99,13.64,90.6,1.1,200.5,65,9.5,2.3513752571634776
7.36,26.81,107.9,1.1,148.6,68,9.6,2.3608540011180215
3.88,8.2,31.5,2.8,55.9,57,42.7,3.7773481021015445
6.57,21.0,69.7,4.7,286.6,69,49.5,3.9219733362813143
6.91,10.58,65.5,1.5,65.2,52,13.2,2.653241964607215
6.11,15.36,56.3,1.7,189.3,84,14.9,2.766319109226186
6.9,14.96,115.5,1.2,217.8,70,9.0,2.302585092994046
5.96,10.85,28.5,2.8,104.4,137,28.2,3.374168709274236
7.05,28.53,68.7,1.6,405.0,165,13.8,2.6946271807700692
8.05,17.51,57.5,1.2,216.8,159,10.0,2.3978952727983707
7.08,10.96,86.1,1.5,116.3,188,12.8,2.624668592163159
5.9,10.87,107.1,1.0,153.8,64,7.6,2.151762203259462
7.26,25.33,81.3,1.5,167.5,109,11.3,2.509599262378372
7.5,72.79,34.5,1.7,361.2,90,29.7,3.4242626545931514
7.46,13.78,78.7,1.7,300.2,56,13.2,2.653241964607215
7.5,10.3,101.2,1.5,297.1,54,18.0,2.9444389791664403
6.7,14.95,47.7,1.3,162.3,113,9.5,2.3513752571634776
6.9,17.5,54.0,1.5,279.4,128,12.3,2.5877640352277083
7.02,12.95,67.6,1.5,220.6,113,12.6,2.6100697927420065
5.51,9.73,22.4,2.3,46.8,139,25.0,3.258096538021482
7.44,18.21,59.5,1.3,203.5,175,11.0,2.4849066497880004
7.17,13.53,71.8,1.5,195.7,205,12.4,2.5952547069568657
6.76,13.28,45.2,1.3,112.2,227,11.1,2.4932054526026954
6.43,12.63,44.1,1.8,146.3,204,15.6,2.8094026953624978
6.69,13.65,55.5,1.5,124.2,204,15.4,2.797281334830153
6.84,18.16,140.0,2.2,334.4,217,26.1,3.299533727885655
7.26,10.09,22.5,1.0,129.1,164,8.0,2.1972245773362196
7.46,19.72,36.3,1.5,259.7,221,13.1,2.6461747973841225
7.29,23.36,168.1,2.3,468.5,284,19.5,3.0204248861443626
7.43,10.4,83.4,1.5,218.0,317,12.4,2.5952547069568657
4.69,7.79,10.4,2.6,96.2,323,31.1,3.4688560301359703
3.99,10.01,14.5,4.4,78.4,301,84.5,4.448516375942715
4.0,13.19,33.4,9.1,98.8,541,140.3,4.950885289690482
5.86,15.05,19.3,5.5,84.9,531,77.1,4.35799005684564
5.83,17.01,94.7,5.0,92.7,438,48.5,3.901972669574645
4.33,9.12,13.5,5.7,47.3,577,78.8,4.379523504455763
4.77,22.6,13.2,7.4,82.1,691,96.8,4.582924577040772
4.08,26.7,47.7,8.6,187.1,314,145.8,4.9890711161804155
6.16,22.41,83.5,3.4,292.5,423,28.9,3.3978584803966405
5.0,29.9,73.8,4.6,156.9,419,44.7,3.822098297900159
3.79,11.73,25.1,4.8,86.5,477,120.1,4.796616650559047
6.24,14.8,60.6,4.3,91.7,463,34.1,3.55820113047182
5.95,13.67,108.0,5.1,127.9,508,43.8,3.8022081394209395
4.2,9.15,16.9,4.2,78.4,517,75.7,4.33990170837321
6.96,13.93,55.2,2.7,129.7,478,22.8,3.169685580677429
4.29,6.6,12.0,2.9,48.2,583,43.9,3.8044377947482086
7.75,31.8,39.9,2.2,163.6,306,19.9,3.039749158970765
7.22,13.02,59.6,1.4,204.2,191,12.9,2.631888840136646
6.21,31.57,62.5,1.6,141.8,212,13.1,2.6461747973841225
6.94,13.02,28.3,1.4,225.9,282,11.0,2.4849066497880004
7.11,31.75,63.6,2.1,173.7,132,26.1,3.299533727885655
6.98,25.54,68.6,2.3,227.9,239,20.2,3.054001181677967
7.54,16.84,58.2,1.3,257.9,196,11.7,2.5416019934645457
4.07,13.96,16.0,6.5,86.9,343,117.8,4.777441406928545
4.92,9.37,11.0,5.3,108.6,440,70.2,4.26549281841793
5.68,5.7,22.2,1.9,73.6,224,16.6,2.8678989020441064
7.88,27.69,95.8,1.8,343.8,248,18.4,2.9652730660692823
7.49,15.98,88.5,1.3,150.3,189,10.0,2.3978952727983707
7.16,14.41,61.7,1.8,365.7,350,14.2,2.7212954278522306
6.8,5.3,27.4,1.5,169.0,368,12.7,2.617395832834079
6.87,14.36,45.1,2.0,133.6,362,15.8,2.8213788864092133
6.39,11.9,21.0,3.4,587.8,10361,42.3,3.768152635008444
5.81,8.61,28.3,1.9,263.9,10365,19.8,3.0349529867072724
6.33,5.45,14.9,1.9,182.7,327,20.3,3.0587070727153796
6.07,5.88,29.2,2.2,342.0,305,23.4,3.1945831322991562
6.02,7.61,3.6,1.7,191.8,347,21.1,3.095577608523707
6.79,14.92,16.2,1.8,294.6,10303,18.9,2.990719731730447
5.97,7.49,11.9,3.0,363.8,121,34.7,3.5751506887855933
6.12,4.56,26.1,1.1,127.5,205,12.0,2.5649493574615367
7.87,17.3,17.8,4.2,491.3,349,43.3,3.7909846770510898
7.87,15.42,20.1,2.0,312.5,29,19.2,3.005682604407159
7.28,15.79,39.8,2.1,1050.3,212,23.3,3.190476350346503
7.34,33.84,45.6,4.6,445.9,264,48.4,3.899950424193877
6.67,8.34,11.7,1.6,379.9,179,16.1,2.8390784635086144
6.54,14.83,17.7,1.6,165.3,30,13.9,2.7013612129514133
6.66,18.75,13.3,1.9,66.9,308,22.0,3.1354942159291497
6.28,7.23,5.2,2.0,178.5,202,23.7,3.2068032436339315
6.59,7.1,30.5,1.8,279.3,176,17.0,2.8903717578961645
5.02,12.12,24.1,1.1,199.8,183,10.2,2.4159137783010487
5.42,3.86,12.9,1.1,139.5,207,12.3,2.5877640352277083
6.19,20.61,31.6,2.3,396.6,175,24.4,3.2347491740244907
6.17,9.33,18.1,4.7,242.6,479,46.5,3.8607297110405954
6.68,4.55,13.0,1.8,332.2,261,18.7,2.9806186357439426
6.26,14.71,28.3,1.8,293.6,99,17.0,2.8903717578961645
7.04,6.59,11.3,1.2,187.9,246,14.3,2.72785282839839
7.87,22.5,11.7,2.3,260.8,146,23.9,3.214867803470662
5.7,4.3,13.1,1.7,176.3,182,17.9,2.9391619220655967
7.35,6.76,14.8,1.4,257.0,132,13.8,2.6946271807700692
6.19,3.8,41.8,1.4,174.8,242,14.2,2.7212954278522306
5.97,8.94,11.9,2.0,278.0,306,20.8,3.0819099697950434
5.41,5.52,13.6,1.2,110.4,440,13.4,2.667228206581955
6.08,13.14,11.6,1.6,98.1,242,17.6,2.9231615807191558
5.41,8.32,30.8,1.5,75.6,381,10.5,2.4423470353692043
6.33,8.38,17.8,1.7,259.2,166,19.5,3.0204248861443626
6.67,8.91,34.4,1.5,246.1,165,15.6,2.8094026953624978
7.05,10.4,12.4,2.0,187.3,88,16.8,2.8791984572980396
8.23,15.55,11.0,1.9,197.4,129,19.5,3.0204248861443626
8.13,19.2,17.7,2.1,196.0,112,28.2,3.374168709274236
6.68,6.52,4.5,1.1,324.4,105,8.9,2.2925347571405443
6.68,4.71,16.5,1.5,170.9,234,15.1,2.7788192719904172
5.83,7.12,15.3,1.4,162.1,330,12.8,2.624668592163159
8.26,14.05,11.4,1.8,197.5,450,20.2,3.054001181677967
6.71,11.5,111.5,1.8,676.9,184,14.4,2.7343675094195836
7.59,13.83,14.6,1.6,222.8,157,16.2,2.8449093838194073
6.3,7.63,37.8,1.5,283.5,170,15.4,2.797281334830153
8.22,22.2,11.5,2.1,299.7,51,17.2,2.9014215940827497
7.82,13.02,25.4,1.2,221.9,10064,11.2,2.501435951739211
5.69,7.52,27.2,1.7,223.2,401,14.8,2.760009940032921
6.46,6.86,21.0,2.6,292.8,352,26.1,3.299533727885655
6.11,7.08,30.3,1.9,241.7,404,17.3,2.9069010598473755
7.53,12.29,31.5,2.6,299.5,396,23.5,3.1986731175506815
7.56,17.75,38.0,3.3,373.5,253,30.7,3.456316680883235
8.31,24.22,33.7,1.7,266.9,21,14.2,2.7212954278522306
7.72,13.92,18.1,1.8,273.5,249,16.1,2.8390784635086144
8.18,17.42,16.6,1.5,96.3,66,18.2,2.954910279033736
7.91,13.64,32.9,1.8,282.2,101,18.6,2.975529566236472
7.96,12.94,26.1,1.5,233.6,78,12.8,2.624668592163159
7.91,32.74,10.8,2.1,249.3,93,19.3,3.0106208860477417
6.46,12.85,16.9,2.0,238.1,341,19.9,3.039749158970765
6.21,8.34,44.4,2.8,404.7,393,28.4,3.380994674344636
6.92,7.36,28.2,1.7,304.5,106,16.9,2.884800712846709
6.93,6.66,15.8,1.6,153.9,270,13.5,2.6741486494265287
6.24,15.07,27.8,2.0,298.4,122,19.4,3.0155349008501706
6.08,6.22,15.9,1.7,169.3,362,14.7,2.7536607123542622
6.44,4.45,16.0,1.6,218.8,47,15.9,2.8273136219290276
4.47,6.65,17.0,1.6,110.0,352,20.9,3.086486636822455
6.75,5.75,24.3,1.2,186.0,257,11.1,2.4932054526026954
5.79,16.19,332.9,2.0,816.6,68,18.3,2.9601050959108397
7.32,9.93,13.6,1.5,226.0,43,15.0,2.772588722239781
6.28,4.57,15.4,1.5,204.5,177,18.0,2.9444389791664403
5.36,12.88,14.2,2.7,114.2,536,27.4,3.3463891451671604
6.39,4.91,10.1,1.4,210.0,249,13.5,2.6741486494265287
6.89,12.06,55.6,1.2,190.0,303,9.9,2.388762789235098
6.63,7.38,51.0,1.5,257.9,245,15.6,2.8094026953624978
6.3,9.86,15.4,2.0,241.8,138,19.8,3.0349529867072724
6.09,6.9,12.8,1.6,208.8,121,14.7,2.7536607123542622
6.61,10.65,78.7,1.8,247.1,377,18.5,2.970414465569701
6.11,12.28,37.6,1.7,203.9,291,15.5,2.803360380906535
5.27,15.24,15.7,1.6,169.5,241,13.6,2.681021528714291
6.8,15.9,17.2,3.0,200.8,173,33.7,3.5467396869528134
6.86,5.13,25.5,1.4,286.5,139,14.3,2.72785282839839
5.5,8.93,15.3,1.1,249.7,376,10.0,2.3978952727983707
6.74,14.7,83.7,1.9,355.8,233,19.0,2.995732273553991
6.16,8.93,30.6,2.0,243.3,418,22.0,3.1354942159291497
5.52,18.56,42.2,1.4,199.9,306,13.9,2.7013612129514133
5.81,10.34,31.1,1.6,253.9,143,16.0,2.833213344056216
5.79,4.81,14.7,1.5,205.6,239,16.2,2.8449093838194073
8.03,14.64,114.0,1.9,648.7,182,18.8,2.9856819377004897
6.4,6.48,32.8,1.8,216.1,128,15.6,2.8094026953624978
6.05,13.01,28.4,1.6,214.6,235,13.6,2.681021528714291
6.96,5.62,21.9,1.5,223.4,101,15.0,2.772588722239781
6.27,6.14,46.2,1.4,172.4,214,11.7,2.5416019934645457
6.59,13.06,11.6,3.7,272.6,110,42.7,3.7773481021015445
7.23,10.06,44.9,1.7,263.8,176,14.7,2.7536607123542622
5.49,5.98,14.2,2.1,284.2,349,25.9,3.292126286607793
6.57,10.95,15.4,1.5,161.8,431,12.2,2.580216829592325
7.76,22.98,22.8,2.3,269.1,324,20.4,3.0633909220278057
7.04,13.76,32.8,1.9,482.2,218,17.8,2.9338568698359038
7.29,19.5,29.8,1.6,173.5,457,13.5,2.6741486494265287
6.0,5.04,16.8,1.7,170.3,454,16.6,2.8678989020441064
5.45,6.08,13.2,1.1,86.3,304,8.0,2.1972245773362196
6.14,9.05,24.3,1.4,299.4,263,12.6,2.6100697927420065
7.58,37.2,5.1,2.1,250.6,101,16.1,2.8390784635086144
6.35,18.18,14.3,2.2,241.5,399,21.6,3.1179499062782403
5.88,8.91,23.3,1.5,207.0,440,14.5,2.740840023925201
7.46,24.2,21.4,1.1,184.5,280,8.1,2.2082744135228043
6.02,10.43,12.5,1.4,171.1,300,15.5,2.803360380906535
8.08,16.93,22.4,2.1,330.1,221,21.6,3.1179499062782403
5.6,8.08,18.5,3.1,185.6,432,34.9,3.580737295494233
8.08,25.22,16.4,1.8,259.1,390,16.1,2.8390784635086144
7.61,18.86,30.6,1.9,312.9,364,37.1,3.6402142821326553
6.13,6.47,17.9,1.4,152.7,293,13.0,2.6390573296152584
5.92,7.75,16.4,1.3,167.4,196,9.7,2.3702437414678603
6.33,12.08,14.6,1.6,218.6,174,16.2,2.8449093838194073
8.02,18.9,29.9,2.5,311.0,230,23.5,3.1986731175506815
6.34,7.02,19.7,1.7,194.9,240,19.5,3.0204248861443626
7.13,9.02,37.7,1.6,198.6,279,15.4,2.797281334830153
7.29,17.36,18.3,2.1,220.4,188,18.6,2.975529566236472
6.88,16.63,48.7,1.7,353.4,214,16.0,2.833213344056216
8.0,14.53,19.3,2.1,301.0,130,20.3,3.0587070727153796
7.68,23.04,33.7,2.4,256.9,142,21.1,3.095577608523707
7.65,20.5,7.4,3.0,510.8,273,30.1,3.4372078191851885
6.28,8.03,14.8,1.9,212.2,270,18.8,2.9856819377004897
6.34,6.88,23.2,1.4,223.7,308,13.9,2.7013612129514133
5.46,11.04,27.3,2.4,165.0,295,27.6,3.353406717825807
5.66,30.96,27.8,1.5,199.5,144,11.8,2.5494451709255714
5.81,16.26,17.8,4.5,213.1,322,50.2,3.9357395320454622
6.03,12.09,20.7,4.3,276.4,282,46.8,3.86702563949741
7.1,14.65,18.0,1.8,217.9,332,16.2,2.8449093838194073
6.91,12.11,54.3,1.0,205.1,164,8.8,2.2823823856765264
6.09,9.52,51.8,1.8,323.7,306,17.2,2.9014215940827497
6.42,4.95,18.4,1.7,208.6,266,17.9,2.9391619220655967
7.1,17.79,13.7,1.7,207.3,306,16.7,2.8735646395797834
6.21,5.59,30.6,1.3,214.3,178,11.8,2.5494451709255714
7.03,9.9,15.7,2.0,193.7,205,18.7,2.9806186357439426
7.52,23.9,116.6,4.2,1240.7,150,40.3,3.720862499966987
7.54,18.12,75.9,3.0,1531.9,186,28.3,3.3775875160230218
4.85,7.2,23.9,1.7,105.7,520,14.8,2.760009940032921
7.91,31.08,15.7,2.3,279.3,242,26.6,3.3178157727231046
5.55,15.72,38.9,1.0,99.9,437,8.3,2.2300144001592104
7.21,11.01,12.5,1.4,484.2,173,18.6,2.975529566236472
5.07,4.37,35.5,0.7,59.8,413,6.1,1.9600947840472698
8.01,16.43,14.6,1.9,647.6,191,20.7,3.077312260546414
5.79,4.78,3.1,0.9,94.7,541,9.1,2.312535423847214
7.94,13.91,19.5,1.3,316.5,170,16.1,2.8390784635086144
5.14,5.63,13.3,1.1,235.8,138,10.5,2.4423470353692043
7.24,16.05,29.8,2.3,317.9,200,22.9,3.173878458937465
5.85,8.8,16.5,3.9,152.0,338,41.9,3.758871825933971
6.51,8.79,13.9,1.0,196.9,113,10.4,2.4336133554004498
7.06,5.39,17.3,1.7,228.0,317,16.7,2.8735646395797834
6.59,21.9,18.2,3.1,301.6,744,36.5,3.624340932976365
5.94,5.32,13.8,1.6,232.8,266,19.1,3.0007198150650303
6.75,10.28,22.0,1.9,480.2,196,22.4,3.152736022363656
7.32,13.1,4.6,2.0,728.7,153,20.6,3.0726933146901194
6.17,13.28,17.8,2.0,280.2,139,22.6,3.1612467120315646
7.76,13.06,14.1,1.5,500.9,173,16.3,2.8507065015037334
6.27,5.11,14.5,1.1,219.2,119,12.2,2.580216829592325
6.56,25.26,37.4,2.3,413.9,164,19.3,3.0106208860477417
7.37,12.49,13.8,1.5,205.3,141,11.7,2.5416019934645457
6.23,12.32,22.1,1.6,318.3,217,16.7,2.8735646395797834
7.76,32.21,51.5,2.2,479.0,159,21.9,3.131136910560194
6.09,9.17,22.3,2.0,192.1,175,20.1,3.0492730404820207
5.83,4.64,13.3,1.5,290.5,187,15.8,2.8213788864092133
6.49,8.59,22.6,2.4,334.2,243,23.5,3.1986731175506815
6.12,6.57,15.6,0.9,120.3,202,9.1,2.312535423847214
6.97,9.81,10.8,1.7,324.0,98,15.9,2.8273136219290276
6.21,7.14,12.3,2.0,134.1,182,19.3,3.0106208860477417
7.02,5.1,30.1,1.9,320.2,56,22.0,3.1354942159291497
6.21,2.89,15.2,0.6,76.6,297,7.6,2.151762203259462
7.04,5.55,22.5,1.6,268.9,29,17.2,2.9014215940827497
5.78,7.14,4.5,1.1,66.7,294,11.2,2.501435951739211
8.01,17.38,19.2,1.5,519.1,37,12.3,2.5877640352277083
5.3,12.39,22.0,1.9,100.8,10178,22.1,3.139832617527748
7.21,7.51,38.0,1.8,440.9,258,17.9,2.9391619220655967
8.25,12.5,10.9,1.6,371.2,384,12.8,2.624668592163159
7.97,19.68,15.8,1.9,503.7,63,18.1,2.9496883350525844
6.99,10.87,17.4,1.2,156.5,199,11.6,2.533696813957432
6.09,7.86,11.4,2.1,286.9,107,26.7,3.3214324131932926
4.45,4.42,16.1,6.4,48.7,929,91.6,4.528289141652134
7.92,13.18,18.8,1.2,227.5,741,10.6,2.451005098112319
6.26,13.8,15.7,2.0,217.0,818,17.1,2.89591193827178
5.72,4.75,18.1,1.4,103.0,1016,16.0,2.833213344056216
5.26,5.96,18.4,3.4,141.0,1063,35.3,3.591817741270805
7.65,17.1,11.4,4.3,250.4,1079,45.2,3.832979798087693
6.03,8.02,12.3,1.9,190.4,776,26.6,3.3178157727231046
4.8,5.08,59.5,2.0,98.4,1046,26.1,3.299533727885655
7.09,13.85,21.6,2.3,311.4,463,19.9,3.039749158970765
6.44,16.06,28.1,3.9,267.8,660,45.2,3.832979798087693
5.63,8.67,11.7,2.5,159.2,1033,33.5,3.5409593240373143
6.39,9.53,31.4,2.3,632.2,834,22.5,3.1570004211501135
6.76,10.14,37.6,2.3,300.5,646,24.9,3.254242968705492
7.47,30.16,10.8,4.0,587.2,652,41.9,3.758871825933971
7.71,13.88,21.5,2.3,487.0,633,22.0,3.1354942159291497
6.83,5.17,25.5,1.7,328.1,707,15.5,2.803360380906535
6.78,8.86,24.9,1.9,366.9,662,19.2,3.005682604407159
6.4,10.79,15.9,1.9,302.0,626,16.0,2.833213344056216
5.85,9.2,7.7,3.0,507.7,687,31.3,3.475067230228611
5.82,6.44,14.9,2.8,404.8,747,32.1,3.4995332823830174
6.3,9.05,11.0,1.9,353.7,603,23.4,3.1945831322991562
7.49,15.36,6.3,4.1,723.4,609,43.5,3.7954891891721947
6.18,9.9,10.6,2.8,778.4,898,35.9,3.6082115510464816
7.04,15.68,86.2,3.5,405.0,552,38.3,3.6712245188752153
5.72,25.23,10.4,3.0,232.3,822,28.8,3.3945083935113587
5.82,17.86,33.2,0.9,63.0,531,6.7,2.0412203288596382
5.96,6.04,19.8,1.2,317.1,383,12.6,2.6100697927420065
5.87,6.58,6.1,2.6,152.7,645,26.3,3.3068867021909143
6.24,13.44,26.7,4.3,91.7,598,40.7,3.730501128804756
6.21,4.72,15.5,0.6,82.1,336,5.5,1.8718021769015913
5.82,10.05,32.7,1.8,146.3,1002,15.5,2.803360380906535
6.56,16.57,24.8,2.3,115.3,1045,23.2,3.186352633162641
5.92,4.71,15.3,0.8,107.1,564,11.6,2.533696813957432
6.79,7.84,16.2,1.9,255.9,591,19.8,3.0349529867072724
6.48,8.38,26.5,3.5,265.1,635,35.1,3.586292865338835
6.13,3.92,27.0,1.2,177.7,550,12.7,2.617395832834079
6.6,10.53,10.9,0.8,114.7,112,5.8,1.916922612182061
6.65,10.39,53.3,1.6,330.7,556,15.0,2.772588722239781
6.66,8.64,19.2,1.7,71.6,921,16.9,2.884800712846709
5.71,6.48,28.6,1.8,178.0,991,20.0,3.044522437723423
5.46,5.89,52.6,2.9,201.0,836,30.3,3.4436180975461075
5.39,4.31,23.4,0.7,90.4,853,6.8,2.0541237336955462
7.08,17.47,33.2,4.9,312.3,404,42.2,3.765840495250065
6.54,5.57,72.6,1.2,170.9,673,13.4,2.667228206581955
6.53,10.03,42.3,2.2,193.9,716,20.9,3.086486636822455
5.68,6.52,12.6,2.0,121.9,1453,39.6,3.703768066607687
7.02,9.92,42.0,1.7,189.4,667,15.9,2.8273136219290276
5.42,29.34,31.1,2.4,129.0,10570,19.7,3.0301337002713233
5.14,12.12,44.3,1.3,80.7,847,11.3,2.509599262378372
5.22,6.4,6.4,3.1,147.3,1061,45.5,3.8394523125933104
5.54,6.18,17.7,2.0,105.9,666,22.8,3.169685580677429
5.69,6.44,3.4,1.3,113.6,10613,20.1,3.0492730404820207
5.36,7.04,21.0,2.4,201.7,1022,32.7,3.517497837358316
5.02,7.44,134.7,4.3,113.2,1214,53.0,3.9889840465642745
5.79,4.27,30.2,1.2,41.6,10846,10.4,2.4336133554004498
4.9,6.11,11.1,2.1,187.5,1100,36.4,3.6216707044204863
5.94,8.74,12.9,1.4,144.3,245,10.4,2.4336133554004498
5.22,8.16,13.7,3.4,117.1,1113,39.0,3.6888794541139363
5.35,26.9,21.4,3.5,98.8,11424,42.6,3.775057150354989
5.37,5.55,26.8,0.6,106.2,293,4.8,1.7578579175523736
5.0,6.86,8.4,1.5,123.7,11055,17.3,2.9069010598473755
5.45,5.42,28.5,1.2,406.7,678,13.9,2.7013612129514133
4.92,8.75,48.0,3.4,135.7,410,50.7,3.9454577815143836
6.09,7.98,30.5,1.3,216.6,312,14.2,2.7212954278522306
6.45,5.17,2.8,1.0,78.2,1305,9.6,2.3608540011180215
6.93,12.08,14.1,2.0,172.3,537,15.9,2.8273136219290276
5.84,5.3,14.8,0.7,80.4,195,6.2,1.9740810260220096
6.75,14.13,36.2,1.3,454.3,245,16.0,2.833213344056216
5.85,4.46,15.2,2.2,82.0,326,20.8,3.0819099697950434
6.86,10.15,28.2,1.4,169.8,203,12.6,2.6100697927420065
5.82,4.38,13.1,0.8,95.7,189,6.7,2.0412203288596382
6.15,7.47,14.8,1.7,86.4,272,15.6,2.8094026953624978
5.15,6.75,31.3,1.0,108.1,186,8.5,2.2512917986064953
7.32,23.54,57.8,5.0,579.2,10976,59.3,4.09933210373314
5.69,4.25,21.6,0.8,110.5,285,7.3,2.1162555148025524
6.03,9.46,15.0,2.2,323.0,1409,22.0,3.1354942159291497
5.52,10.15,20.6,1.2,80.3,206,10.1,2.4069451083182885
5.41,6.04,50.0,1.2,85.2,413,10.5,2.4423470353692043
4.97,9.6,98.1,2.9,265.3,1465,33.9,3.5524868292083815
6.72,28.4,21.8,3.0,224.6,303,32.4,3.5085558999826545
6.33,13.19,19.2,4.7,610.9,11058,50.5,3.9415818076696905
5.95,5.98,38.9,1.3,322.9,212,15.2,2.785011242238338
4.8,6.75,15.2,5.8,145.5,1689,72.6,4.298645025734831
5.35,5.33,34.8,1.9,78.3,1270,21.7,3.122364924487357
6.09,8.71,11.8,0.9,97.3,166,8.0,2.1972245773362196
7.83,15.46,15.6,2.1,287.0,400,24.7,3.246490991901174
6.67,7.74,14.3,0.9,315.0,151,9.4,2.341805806147327
7.0,11.89,17.2,1.5,348.2,255,17.0,2.8903717578961645
4.74,10.78,21.4,1.0,154.8,416,9.7,2.3702437414678603
5.85,8.05,30.8,1.5,204.8,204,14.8,2.760009940032921
4.95,6.83,15.2,0.9,73.9,770,7.7,2.163323025660538
5.77,6.94,83.0,1.3,214.7,10151,12.9,2.631888840136646
6.77,6.52,88.6,1.9,144.1,257,22.2,3.1441522786722644
7.34,36.98,18.9,3.7,211.9,455,39.2,3.6938669956249757
6.91,20.1,33.9,1.2,197.6,178,12.2,2.580216829592325
6.15,13.11,24.3,2.4,1673.4,331,25.4,3.2733640101522705
6.99,7.05,41.5,1.2,107.0,301,9.8,2.379546134130174
7.99,13.89,27.3,1.2,329.2,260,13.2,2.653241964607215
7.31,7.44,29.8,1.4,254.4,178,19.6,3.0252910757955354
7.77,19.29,15.9,1.4,339.5,56,16.1,2.8390784635086144
6.49,8.05,52.0,1.0,496.3,186,8.2,2.2192034840549946
6.38,7.2,70.1,1.4,387.4,154,17.1,2.89591193827178
5.38,4.53,12.7,0.9,118.8,594,14.9,2.766319109226186
5.49,8.89,11.4,1.0,167.9,98,6.7,2.0412203288596382
5.98,5.81,3.3,1.0,131.3,287,9.9,2.388762789235098
6.43,7.44,11.4,3.1,263.0,380,33.2,3.5322256440685598
6.44,5.76,36.8,0.8,1227.9,149,6.6,2.028148247292285
6.4,8.79,10.3,2.4,241.8,390,24.8,3.250374491927572
6.41,4.92,16.4,0.7,114.5,383,6.5,2.0149030205422647
6.16,8.88,13.2,0.6,113.2,98,4.9,1.7749523509116738
8.19,12.38,32.9,0.8,309.9,218,6.8,2.0541237336955462
7.9,12.97,11.1,1.1,403.9,135,11.0,2.4849066497880004
5.54,6.28,12.8,1.6,100.6,426,17.2,2.9014215940827497
6.68,69.1,14.6,1.5,117.1,457,14.0,2.70805020110221
7.72,15.89,17.4,1.9,212.9,343,16.1,2.8390784635086144
8.12,25.38,123.0,1.6,551.4,179,21.8,3.126760535960395
8.22,20.65,14.3,0.4,174.1,609,10.1,2.4069451083182885
7.94,18.18,43.3,3.3,73.9,64,28.6,3.3877743613300146
8.12,23.43,21.9,1.5,615.1,26,16.4,2.856470206220483
7.79,13.77,10.6,1.1,188.1,826,10.1,2.4069451083182885
7.21,48.26,31.1,4.3,488.2,832,52.1,3.9721769282478934
7.65,16.61,50.1,2.0,390.0,967,20.9,3.086486636822455
7.94,18.87,21.2,1.7,260.0,346,11.1,2.4932054526026954
7.64,15.97,25.5,0.9,199.4,426,7.5,2.1400661634962708
